LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO,VALOR_HORA,VALOR_DURACION,outlier
519,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:29.941,2020-11-25 17:35:29,authentication,0.0,OK,0.5584589079937181,0.0,0
520,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:29.973,2020-11-25 17:35:29,SET,0.212,OK,0.5584597968818414,0.021679108293281523,0
521,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:30.032,2020-11-25 17:35:29,SELECT,0.962,OK,0.5584614357693192,0.09837406687800389,0
522,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.069,2020-11-25 17:36:29,SELECT,4.642,OK,0.5601291287776946,0.47469066366704166,1
523,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.159,2020-11-25 17:36:29,SELECT,1.253,OK,0.5601316287755418,0.12813171080887617,0
524,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.202,2020-11-25 17:36:29,INSERT,1.003,OK,0.5601328232189577,0.10256672461396871,0
525,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.236,2020-11-25 17:37:29,UPDATE,0.0,OK,0.5618004328940716,0.0,0
526,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.275,2020-11-25 17:37:29,SELECT,9.779,OK,0.561801516226472,1.0,1
527,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.297,2020-11-25 17:37:29,SELECT,0.516,OK,0.561802127337057,0.05276613150628899,0
528,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.329,2020-11-25 17:38:29,SELECT,1.382,OK,0.5634696814566631,0.1413232436854484,0
529,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.359,2020-11-25 17:38:29,UPDATE,0.0,OK,0.5634705147892789,0.0,0
530,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.390,2020-11-25 17:38:29,INSERT,1.469,OK,0.5634713758996486,0.15021985888127623,0
531,prueba,gabriela,192.168.1.79,11443,2020-11-25,17:39:30.419,2020-11-25 17:29:29,idle,0.0,OK,0.565138846685993,0.0,0
532,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:39:30.419,2020-11-25 17:39:29,idle,0.0,OK,0.565138846685993,0.0,0
533,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:39:30.485,2020-11-25 17:39:30,,0.0,OK,0.5651406800177476,0.0,0
534,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.556,2020-11-25 17:40:30,authentication,0.0,OK,0.5668093174697544,0.0,0
535,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.586,2020-11-25 17:40:30,SET,0.236,OK,0.56681015080237,0.024133346967992637,0
536,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.619,2020-11-25 17:40:30,SELECT,2.591,OK,0.5668110674682474,0.2649555169240209,0
537,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:41:30.649,2020-11-25 17:41:30,SELECT,2.638,OK,0.5684785660323459,0.26976173432866346,0
538,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:41:30.725,2020-11-25 17:41:30,idle,0.0,OK,0.5684806771416391,0.0,0
539,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:41:30.815,2020-11-25 17:41:30,,0.0,OK,0.5684831771394863,0.0,0
540,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.892,2020-11-25 17:42:30,authentication,0.0,OK,0.5701519812580162,0.0,0
541,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.922,2020-11-25 17:42:30,SET,0.175,OK,0.5701528145906318,0.017895490336435216,0
542,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.955,2020-11-25 17:42:30,SELECT,1.726,OK,0.570153731256509,0.17650066468964107,0
543,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:43:30.985,2020-11-25 17:43:30,SELECT,2.76,OK,0.5718212298206076,0.28223744759177827,0
544,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:43:04.613,2020-11-25 17:43:04,SELECT,7.076,OK,0.5710886748958632,0.7235913692606606,1
545,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:43:04.637,2020-11-25 17:43:04,SELECT,1.149,OK,0.5710893415619558,0.11749667655179467,0
546,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.668,2020-11-25 17:44:04,SELECT,0.307,OK,0.5727568679038082,0.031393803047346354,0
547,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.698,2020-11-25 17:44:04,SELECT,0.807,OK,0.5727577012364238,0.08252377543716127,0
548,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.728,2020-11-25 17:44:04,SELECT,1.26,OK,0.5727585345690396,0.12884753042233357,0
549,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:04.759,2020-11-25 17:45:04,SELECT,0.814,OK,0.574426060910892,0.08323959505061868,0
550,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:05.183,2020-11-25 17:45:04,SELECT,3.706,OK,0.5744378386785278,0.3789753553533081,0
551,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:05.587,2020-11-25 17:45:04,SELECT,0.712,OK,0.5744490608910864,0.07280908068309642,0
552,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.001,2020-11-25 17:46:04,SELECT,0.122,OK,0.5761272261126664,0.012475713263114838,0
553,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.029,2020-11-25 17:46:04,SELECT,1.029,OK,0.5761280038897743,0.10522548317823908,0
554,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.059,2020-11-25 17:46:04,SELECT,0.406,OK,0.5761288372223901,0.041517537580529715,0
555,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:47:06.089,2020-11-25 17:47:04,SELECT,0.522,OK,0.5777963357864886,0.05337969117496677,0
556,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:47:06.121,2020-11-25 17:47:04,idle,0.0,OK,0.5777972246746121,0.0,0
557,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:47:29.650,2020-11-25 17:47:29,,0.0,OK,0.5784508074451378,0.0,0
558,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.714,2020-11-25 17:48:29,authentication,0.0,OK,0.5801192504528676,0.0,0
559,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.744,2020-11-25 17:48:29,SET,0.218,OK,0.5801200837854834,0.022292667961959303,0
560,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.776,2020-11-25 17:48:29,SELECT,2.093,OK,0.5801209726736067,0.2140300644237652,0
561,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.807,2020-11-25 17:49:29,SELECT,2.593,OK,0.5817884990154589,0.26516003681358014,0
562,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.945,2020-11-25 17:49:29,SELECT,1.475,OK,0.5817923323454917,0.150833418549954,0
563,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.974,2020-11-25 17:49:29,idle,0.0,OK,0.5817931379003534,0.0,0
564,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:49:33.575,2020-11-25 17:49:33,,0.0,OK,0.5818931655919961,0.0,0
565,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.639,2020-11-25 17:50:33,authentication,0.0,OK,0.5835616085997257,0.0,0
566,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.669,2020-11-25 17:50:33,SET,0.17,OK,0.5835624419323415,0.01738419061253707,0
567,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.702,2020-11-25 17:50:33,SELECT,1.724,OK,0.583563358598219,0.17629614480008182,0
568,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.734,2020-11-25 17:50:33,SELECT,4.332,OK,0.5835642474863423,0.4429900807853564,0
569,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.808,2020-11-25 17:51:33,SELECT,0.738,OK,0.5852329682716106,0.0754678392473668,0
570,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.838,2020-11-25 17:51:33,SELECT,0.835,OK,0.5852338016042262,0.0853870538909909,0
571,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.868,2020-11-25 17:51:33,idle,0.0,OK,0.585234634936842,0.0,0
572,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:51:33.933,2020-11-25 17:51:33,,0.0,OK,0.5852364404908428,0.0,0
573,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:51:34.004,2020-11-25 17:51:33,authentication,0.0,OK,0.5852384127113666,0.0,0
574,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.035,2020-11-25 17:52:33,SET,0.242,OK,0.586905939053219,0.024746906636670417,0
575,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.068,2020-11-25 17:52:33,SELECT,2.29,OK,0.5869068557190964,0.2341752735453523,0
576,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.100,2020-11-25 17:52:33,SELECT,3.11,OK,0.58690774460722,0.3180284282646487,0
577,prueba,gabriela,192.168.1.79,12636,2020-11-25,17:53:59.046,2020-11-25 17:53:56,idle,0.0,OK,0.5892673536864452,0.0,0
578,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.182,2020-11-25 17:53:19,,0.0,OK,0.5881600213066482,0.0,0
579,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.257,2020-11-25 17:53:19,authentication,0.0,OK,0.5881621046381875,0.0,0
580,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.289,2020-11-25 17:53:19,SET,0.19,OK,0.5881629935263111,0.01942938950812967,0
581,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.321,2020-11-25 17:53:19,SELECT,2.401,OK,0.5881638824144344,0.2455261274158912,0
582,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.353,2020-11-25 17:54:19,SELECT,3.789,OK,0.5898314365340407,0.3874629307700174,0
583,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.443,2020-11-25 17:54:19,SELECT,1.772,OK,0.5898339365318879,0.18120462214950406,0
584,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.475,2020-11-25 17:54:19,SELECT,2.489,OK,0.5898348254200114,0.2545250025564986,0
585,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.506,2020-11-25 17:54:19,SELECT,3.752,OK,0.5898356865303809,0.3836793128131711,0
586,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.533,2020-11-25 17:55:19,SELECT,1.22,OK,0.5915031017612178,0.12475713263114838,0
587,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.563,2020-11-25 17:55:19,SELECT,0.319,OK,0.5915039350938336,0.03262092238470191,0
588,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.594,2020-11-25 17:55:19,SELECT,0.924,OK,0.5915047962042033,0.09448818897637797,0
589,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.624,2020-11-25 17:55:19,SELECT,0.795,OK,0.5915056295368188,0.08129665609980571,0
590,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.655,2020-11-25 17:55:19,SELECT,0.708,OK,0.5915064906471885,0.0724000409039779,0
591,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:56:19.685,2020-11-25 17:56:19,idle,0.0,OK,0.5931739892112871,0.0,0
592,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.709,2020-11-25 17:56:19,,0.0,OK,0.5931746558773796,0.0,0
593,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.791,2020-11-25 17:56:19,authentication,0.0,OK,0.593176933653196,0.0,0
594,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.821,2020-11-25 17:56:19,SET,0.209,OK,0.5931777669858116,0.021372328458942633,0
595,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.854,2020-11-25 17:56:19,SELECT,1.738,OK,0.593178683651689,0.17772778402699663,0
596,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.886,2020-11-25 17:56:19,SELECT,3.904,OK,0.5931795725398126,0.3992228244196748,0
597,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:57:19.963,2020-11-25 17:57:19,SELECT,4.358,OK,0.5948483766583421,0.44564883934962674,0
598,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:57:19.990,2020-11-25 17:57:19,idle,0.0,OK,0.5948491266576965,0.0,0
599,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:57:41.279,2020-11-25 12:29:41,,0.0,OK,0.5954404872595802,0.0,0
600,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:57:41.354,2020-11-25 17:57:41,authentication,0.0,OK,0.5954425705911197,0.0,0
601,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.385,2020-11-25 17:58:41,SET,0.178,OK,0.5971100969329719,0.018202270170774106,0
602,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.417,2020-11-25 17:58:41,SELECT,2.181,OK,0.5971109858210955,0.22302893956437264,0
603,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.448,2020-11-25 17:58:41,SELECT,2.783,OK,0.5971118469314651,0.2845894263217098,0
604,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.523,2020-11-25 17:58:41,SELECT,0.707,OK,0.5971139302630044,0.07229778095919828,0
605,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.569,2020-11-25 17:58:41,SELECT,0.662,OK,0.5971152080396818,0.06769608344411494,0
606,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.614,2020-11-25 17:58:41,idle,0.0,OK,0.5971164580386055,0.0,0
607,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:58:41.668,2020-11-25 17:58:41,,0.0,OK,0.5971179580373138,0.0,0
608,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:59:41.734,2020-11-25 17:59:41,authentication,0.0,OK,0.5987864566005512,0.0,0
609,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:59:41.766,2020-11-25 17:59:41,SET,0.183,OK,0.5987873454886745,0.018713569894672256,0
610,prueba,gabriela,192.168.1.79,13849,2020-11-25,18:00:41.797,2020-11-25 18:00:41,SELECT,2.305,OK,0.6004548718305269,0.23570917271704675,0
611,prueba,gabriela,192.168.1.79,13849,2020-11-25,18:00:42.056,2020-11-25 18:00:41,SELECT,0.162,OK,0.6004620662687761,0.01656611105430003,0
612,prueba,gabriela,192.168.1.79,13931,2020-11-25,18:00:21.062,2020-11-25 18:00:20,SELECT,6.261,OK,0.5998789001042804,0.6402495142652623,1
613,prueba,gabriela,192.168.1.79,13931,2020-11-25,18:00:21.088,2020-11-25 18:00:20,idle,0.0,OK,0.5998796223258807,0.0,0
614,prueba,gabriela,192.168.1.79,13940,2020-11-25,12:00:25.403,2020-11-25 12:00:25,authentication,0.0,OK,0.0,0.0,0
615,prueba,gabriela,192.168.1.79,13940,2020-11-25,12:00:25.434,2020-11-25 12:00:25,SET,0.216,OK,8.611103694544653e-07,0.022088148072400043,0
616,prueba,cesar,192.168.1.79,13940,2020-11-25,13:00:25.434,2020-11-25 13:00:25,SET,0.216,OK,0.10000077499933258,0.022088148072400043,0
617,prueba,gabriela,192.168.1.79,13940,2020-11-25,13:00:25.434,2020-11-25 13:00:25,SET,0.216,OK,0.10000077499933258,0.022088148072400043,0
618,prueba,cesar,192.168.1.79,13940,2020-11-25,14:00:25.434,2020-11-25 14:00:25,SET,0.216,OK,0.20000068888829547,0.022088148072400043,0
619,prueba,gabriela,192.168.1.79,13940,2020-11-25,14:00:25.434,2020-11-25 14:00:25,SET,0.216,OK,0.20000068888829547,0.022088148072400043,0
620,prueba,cesar,192.168.1.79,13940,2020-11-25,15:00:25.434,2020-11-25 15:00:25,SET,0.216,OK,0.3000006027772586,0.022088148072400043,0
621,prueba,gabriela,192.168.1.79,13940,2020-11-25,15:00:25.434,2020-11-25 15:00:25,SET,0.216,OK,0.3000006027772586,0.022088148072400043,0
622,prueba,cesar,192.168.1.79,13940,2020-11-25,16:00:25.434,2020-11-25 16:00:25,SET,0.216,OK,0.4000005166662217,0.022088148072400043,0
623,prueba,gabriela,192.168.1.79,13940,2020-11-25,16:00:25.434,2020-11-25 16:00:25,SET,0.216,OK,0.4000005166662217,0.022088148072400043,0
624,prueba,cesar,192.168.1.79,13940,2020-11-25,17:00:25.434,2020-11-25 17:00:25,SET,0.216,OK,0.5000004305551846,0.022088148072400043,0
625,prueba,gabriela,192.168.1.79,13940,2020-11-25,17:00:25.434,2020-11-25 17:00:25,SET,0.216,OK,0.5000004305551846,0.022088148072400043,0
626,prueba,cesar,192.168.1.79,13940,2020-11-25,18:00:25.434,2020-11-25 18:00:25,SET,0.216,OK,0.6000003444441477,0.022088148072400043,0
627,prueba,gabriela,192.168.1.79,13940,2020-11-25,18:00:25.434,2020-11-25 18:00:25,SET,0.216,OK,0.6000003444441477,0.022088148072400043,0
628,prueba,cesar,192.168.1.79,13940,2020-11-25,19:00:25.434,2020-11-25 19:00:25,SET,0.216,OK,0.7000002583331109,0.022088148072400043,1
629,prueba,gabriela,192.168.1.79,13940,2020-11-25,19:00:25.434,2020-11-25 19:00:25,SET,0.216,OK,0.7000002583331109,0.022088148072400043,1
630,prueba,cesar,192.168.1.79,13940,2020-11-25,20:00:25.434,2020-11-25 20:00:25,SET,0.216,OK,0.8000001722220738,0.022088148072400043,1
631,prueba,gabriela,192.168.1.79,13940,2020-11-25,20:00:25.434,2020-11-25 20:00:25,SET,0.216,OK,0.8000001722220738,0.022088148072400043,1
632,prueba,cesar,192.168.1.79,13940,2020-11-25,22:00:25.434,2020-11-25 22:00:25,SET,0.216,OK,1.0,0.022088148072400043,1
633,prueba,gabriela,192.168.1.79,13940,2020-11-25,22:00:25.434,2020-11-25 22:00:25,SET,0.216,OK,1.0,0.022088148072400043,1
