LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO
465,prueba,karen,192.168.1.79,80813,2020-11-25,15:37:55.613,2020-11-25 15:37:55,INSERT,1.368,OK
466,prueba,karen,192.168.1.79,80813,2020-11-25,15:38:55.616,2020-11-25 15:38:55,idle,0.0,OK
467,prueba,karen,192.168.1.79,12636,2020-11-25,15:38:57.987,2020-11-25 15:38:56,SELECT,1.356,OK
468,prueba,karen,192.168.1.79,12636,2020-11-25,15:39:58.398,2020-11-25 15:39:56,SELECT,3.458,OK
469,prueba,karen,192.168.1.79,12636,2020-11-25,15:39:59.046,2020-11-25 15:39:56,idle,0.0,OK
470,prueba,karen,192.168.1.79,13798,2020-11-25,15:39:19.182,2020-11-25 15:39:19,,0.0,OK
471,prueba,karen,192.168.1.79,13798,2020-11-25,15:40:19.257,2020-11-25 15:40:19,authentication,0.0,OK
472,prueba,karen,192.168.1.79,13798,2020-11-25,15:40:19.289,2020-11-25 15:40:19,SET,0.190,OK
473,prueba,karen,192.168.1.79,13798,2020-11-25,15:41:19.321,2020-11-25 15:41:19,SELECT,2.401,OK
474,prueba,karen,192.168.1.79,13798,2020-11-25,15:41:19.353,2020-11-25 15:41:19,SELECT,3.789,OK
475,prueba,karen,192.168.1.79,13798,2020-11-25,15:42:19.443,2020-11-25 15:42:19,SELECT,1.772,OK
476,prueba,karen,192.168.1.79,13798,2020-11-25,15:42:19.475,2020-11-25 15:42:19,SELECT,2.489,OK
477,prueba,karen,192.168.1.79,13798,2020-11-25,15:43:19.506,2020-11-25 15:43:19,SELECT,3.752,OK
478,prueba,karen,192.168.1.79,13798,2020-11-25,15:43:19.533,2020-11-25 15:43:19,SELECT,1.220,OK
479,prueba,karen,192.168.1.79,13798,2020-11-25,15:44:19.563,2020-11-25 15:44:19,SELECT,0.319,OK
480,prueba,karen,192.168.1.79,13798,2020-11-25,15:44:19.594,2020-11-25 15:44:19,SELECT,0.924,OK
481,prueba,karen,192.168.1.79,13798,2020-11-25,15:45:19.624,2020-11-25 15:45:19,SELECT,0.795,OK
482,prueba,karen,192.168.1.79,13798,2020-11-25,15:45:19.655,2020-11-25 15:45:19,SELECT,0.708,OK
483,prueba,karen,192.168.1.79,13798,2020-11-25,15:46:19.685,2020-11-25 15:46:19,idle,0.0,OK
484,prueba,karen,192.168.1.79,13799,2020-11-25,15:46:19.709,2020-11-25 15:46:19,,0.0,OK
485,prueba,karen,192.168.1.79,13799,2020-11-25,15:47:19.791,2020-11-25 15:47:19,authentication,0.0,OK
486,prueba,karen,192.168.1.79,13799,2020-11-25,15:47:19.821,2020-11-25 15:47:19,SET,0.209,OK
487,prueba,karen,192.168.1.79,13799,2020-11-25,15:48:19.854,2020-11-25 15:48:19,SELECT,1.738,OK
488,prueba,karen,192.168.1.79,13799,2020-11-25,15:48:19.886,2020-11-25 15:48:19,SELECT,3.904,OK
489,prueba,karen,192.168.1.79,13799,2020-11-25,15:49:19.963,2020-11-25 15:49:19,SELECT,4.358,OK
490,prueba,karen,192.168.1.79,13799,2020-11-25,15:49:19.990,2020-11-25 15:49:19,idle,0.0,OK
491,prueba,karen,192.168.1.79,13848,2020-11-25,15:50:41.279,2020-11-25 15:50:41,,0.0,OK
492,prueba,karen,192.168.1.79,13848,2020-11-25,15:50:41.354,2020-11-25 15:50:41,authentication,0.0,OK
493,prueba,karen,192.168.1.79,13848,2020-11-25,15:51:41.385,2020-11-25 15:51:41,SET,0.178,OK
494,prueba,karen,192.168.1.79,13848,2020-11-25,15:51:41.417,2020-11-25 15:51:41,SELECT,2.181,OK
495,prueba,karen,192.168.1.79,13848,2020-11-25,15:52:41.448,2020-11-25 15:52:41,SELECT,2.783,OK
496,prueba,karen,192.168.1.79,13848,2020-11-25,15:52:41.523,2020-11-25 15:52:41,SELECT,0.707,OK
497,prueba,karen,192.168.1.79,13848,2020-11-25,15:53:41.569,2020-11-25 15:53:41,SELECT,0.662,OK
498,prueba,karen,192.168.1.79,13848,2020-11-25,15:53:41.614,2020-11-25 15:53:41,idle,0.0,OK
499,prueba,karen,192.168.1.79,13849,2020-11-25,15:54:41.668,2020-11-25 15:54:41,,0.0,OK
500,prueba,karen,192.168.1.79,13849,2020-11-25,15:54:41.734,2020-11-25 15:54:41,authentication,0.0,OK
501,prueba,karen,192.168.1.79,13849,2020-11-25,15:55:41.766,2020-11-25 15:55:41,SET,0.183,OK
502,prueba,karen,192.168.1.79,13849,2020-11-25,15:55:41.797,2020-11-25 15:55:41,SELECT,2.305,OK
503,prueba,karen,192.168.1.79,13849,2020-11-25,15:56:42.056,2020-11-25 15:56:41,SELECT,0.162,OK
504,prueba,gabriela,192.168.1.79,10176,2020-11-25,17:30:20.900,2020-11-25 17:30:20,idle,0.0,OK
505,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:30:25.885,2020-11-25 17:30:25,,0.0,OK
506,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:30:25.951,2020-11-25 17:30:25,authentication,0.0,OK
507,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:30:25.983,2020-11-25 17:30:25,SET,0.177,OK
508,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:31:26.014,2020-11-25 17:31:25,SELECT,1.642,OK
509,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:31:26.046,2020-11-25 17:31:25,SELECT,3.637,OK
510,prueba,gabriela,192.168.1.79,10187,2020-11-25,17:31:26.119,2020-11-25 17:31:25,idle,0.0,OK
511,prueba,gabriela,192.168.1.79,11440,2020-11-25,17:32:29.165,2020-11-25 17:32:29,,0.0,OK
512,prueba,gabriela,192.168.1.79,11440,2020-11-25,17:32:29.242,2020-11-25 17:32:29,authentication,0.0,OK
513,prueba,gabriela,192.168.1.79,11440,2020-11-25,17:32:29.280,2020-11-25 17:32:29,SELECT,7.530,OK
514,prueba,gabriela,192.168.1.79,11440,2020-11-25,17:33:29.304,2020-11-25 17:33:29,idle,0.0,OK
515,prueba,gabriela,192.168.1.79,11443,2020-11-25,17:34:29.749,2020-11-25 17:34:29,,0.0,OK
516,prueba,gabriela,192.168.1.79,11443,2020-11-25,17:34:29.818,2020-11-25 17:34:29,authentication,0.0,OK
517,prueba,gabriela,192.168.1.79,11443,2020-11-25,17:34:29.857,2020-11-25 17:34:29,SELECT,7.801,OK
518,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:29.874,2020-11-25 17:35:29,,0.0,OK
519,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:29.941,2020-11-25 17:35:29,authentication,0.0,OK
520,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:29.973,2020-11-25 17:35:29,SET,0.212,OK
521,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:35:30.032,2020-11-25 17:35:29,SELECT,0.962,OK
522,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.069,2020-11-25 17:36:29,SELECT,4.642,OK
523,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.159,2020-11-25 17:36:29,SELECT,1.253,OK
524,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:36:30.202,2020-11-25 17:36:29,INSERT,1.003,OK
525,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.236,2020-11-25 17:37:29,UPDATE,0.0,OK
526,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.275,2020-11-25 17:37:29,SELECT,9.779,OK
527,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:37:30.297,2020-11-25 17:37:29,SELECT,0.516,OK
528,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.329,2020-11-25 17:38:29,SELECT,1.382,OK
529,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.359,2020-11-25 17:38:29,UPDATE,0.0,OK
530,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:38:30.390,2020-11-25 17:38:29,INSERT,1.469,OK
531,prueba,gabriela,192.168.1.79,11443,2020-11-25,17:39:30.419,2020-11-25 17:29:29,idle,0.0,OK
532,prueba,gabriela,192.168.1.79,11444,2020-11-25,17:39:30.419,2020-11-25 17:39:29,idle,0.0,OK
533,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:39:30.485,2020-11-25 17:39:30,,0.0,OK
534,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.556,2020-11-25 17:40:30,authentication,0.0,OK
535,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.586,2020-11-25 17:40:30,SET,0.236,OK
536,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:40:30.619,2020-11-25 17:40:30,SELECT,2.591,OK
537,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:41:30.649,2020-11-25 17:41:30,SELECT,2.638,OK
538,prueba,gabriela,192.168.1.79,11445,2020-11-25,17:41:30.725,2020-11-25 17:41:30,idle,0.0,OK
539,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:41:30.815,2020-11-25 17:41:30,,0.0,OK
540,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.892,2020-11-25 17:42:30,authentication,0.0,OK
541,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.922,2020-11-25 17:42:30,SET,0.175,OK
542,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:42:30.955,2020-11-25 17:42:30,SELECT,1.726,OK
543,prueba,gabriela,192.168.1.79,11449,2020-11-25,17:43:30.985,2020-11-25 17:43:30,SELECT,2.760,OK
544,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:43:04.613,2020-11-25 17:43:04,SELECT,7.076,OK
545,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:43:04.637,2020-11-25 17:43:04,SELECT,1.149,OK
546,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.668,2020-11-25 17:44:04,SELECT,0.307,OK
547,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.698,2020-11-25 17:44:04,SELECT,0.807,OK
548,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:44:04.728,2020-11-25 17:44:04,SELECT,1.260,OK
549,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:04.759,2020-11-25 17:45:04,SELECT,0.814,OK
550,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:05.183,2020-11-25 17:45:04,SELECT,3.706,OK
551,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:45:05.587,2020-11-25 17:45:04,SELECT,0.712,OK
552,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.001,2020-11-25 17:46:04,SELECT,0.122,OK
553,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.029,2020-11-25 17:46:04,SELECT,1.029,OK
554,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:46:06.059,2020-11-25 17:46:04,SELECT,0.406,OK
555,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:47:06.089,2020-11-25 17:47:04,SELECT,0.522,OK
556,prueba,gabriela,192.168.1.79,11627,2020-11-25,17:47:06.121,2020-11-25 17:47:04,idle,0.0,OK
557,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:47:29.650,2020-11-25 17:47:29,,0.0,OK
558,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.714,2020-11-25 17:48:29,authentication,0.0,OK
559,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.744,2020-11-25 17:48:29,SET,0.218,OK
560,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:48:29.776,2020-11-25 17:48:29,SELECT,2.093,OK
561,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.807,2020-11-25 17:49:29,SELECT,2.593,OK
562,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.945,2020-11-25 17:49:29,SELECT,1.475,OK
563,prueba,gabriela,192.168.1.79,12568,2020-11-25,17:49:29.974,2020-11-25 17:49:29,idle,0.0,OK
564,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:49:33.575,2020-11-25 17:49:33,,0.0,OK
565,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.639,2020-11-25 17:50:33,authentication,0.0,OK
566,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.669,2020-11-25 17:50:33,SET,0.170,OK
567,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.702,2020-11-25 17:50:33,SELECT,1.724,OK
568,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:50:33.734,2020-11-25 17:50:33,SELECT,4.332,OK
569,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.808,2020-11-25 17:51:33,SELECT,0.738,OK
570,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.838,2020-11-25 17:51:33,SELECT,0.835,OK
571,prueba,gabriela,192.168.1.79,12581,2020-11-25,17:51:33.868,2020-11-25 17:51:33,idle,0.0,OK
572,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:51:33.933,2020-11-25 17:51:33,,0.0,OK
573,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:51:34.004,2020-11-25 17:51:33,authentication,0.0,OK
574,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.035,2020-11-25 17:52:33,SET,0.242,OK
575,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.068,2020-11-25 17:52:33,SELECT,2.290,OK
576,prueba,gabriela,192.168.1.79,12582,2020-11-25,17:52:34.100,2020-11-25 17:52:33,SELECT,3.110,OK
577,prueba,gabriela,192.168.1.79,12636,2020-11-25,17:53:59.046,2020-11-25 17:53:56,idle,0.0,OK
578,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.182,2020-11-25 17:53:19,,0.0,OK
579,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.257,2020-11-25 17:53:19,authentication,0.0,OK
580,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.289,2020-11-25 17:53:19,SET,0.190,OK
581,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:53:19.321,2020-11-25 17:53:19,SELECT,2.401,OK
582,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.353,2020-11-25 17:54:19,SELECT,3.789,OK
583,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.443,2020-11-25 17:54:19,SELECT,1.772,OK
584,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.475,2020-11-25 17:54:19,SELECT,2.489,OK
585,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:54:19.506,2020-11-25 17:54:19,SELECT,3.752,OK
586,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.533,2020-11-25 17:55:19,SELECT,1.220,OK
587,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.563,2020-11-25 17:55:19,SELECT,0.319,OK
588,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.594,2020-11-25 17:55:19,SELECT,0.924,OK
589,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.624,2020-11-25 17:55:19,SELECT,0.795,OK
590,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:55:19.655,2020-11-25 17:55:19,SELECT,0.708,OK
591,prueba,gabriela,192.168.1.79,13798,2020-11-25,17:56:19.685,2020-11-25 17:56:19,idle,0.0,OK
592,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.709,2020-11-25 17:56:19,,0.0,OK
593,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.791,2020-11-25 17:56:19,authentication,0.0,OK
594,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.821,2020-11-25 17:56:19,SET,0.209,OK
595,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.854,2020-11-25 17:56:19,SELECT,1.738,OK
596,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:56:19.886,2020-11-25 17:56:19,SELECT,3.904,OK
597,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:57:19.963,2020-11-25 17:57:19,SELECT,4.358,OK
598,prueba,gabriela,192.168.1.79,13799,2020-11-25,17:57:19.990,2020-11-25 17:57:19,idle,0.0,OK
599,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:57:41.279,2020-11-25 12:29:41,,0.0,OK
600,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:57:41.354,2020-11-25 17:57:41,authentication,0.0,OK
601,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.385,2020-11-25 17:58:41,SET,0.178,OK
602,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.417,2020-11-25 17:58:41,SELECT,2.181,OK
603,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.448,2020-11-25 17:58:41,SELECT,2.783,OK
604,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.523,2020-11-25 17:58:41,SELECT,0.707,OK
605,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.569,2020-11-25 17:58:41,SELECT,0.662,OK
606,prueba,gabriela,192.168.1.79,13848,2020-11-25,17:58:41.614,2020-11-25 17:58:41,idle,0.0,OK
607,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:58:41.668,2020-11-25 17:58:41,,0.0,OK
608,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:59:41.734,2020-11-25 17:59:41,authentication,0.0,OK
609,prueba,gabriela,192.168.1.79,13849,2020-11-25,17:59:41.766,2020-11-25 17:59:41,SET,0.183,OK
610,prueba,gabriela,192.168.1.79,13849,2020-11-25,18:00:41.797,2020-11-25 18:00:41,SELECT,2.305,OK
611,prueba,gabriela,192.168.1.79,13849,2020-11-25,18:00:42.056,2020-11-25 18:00:41,SELECT,0.162,OK
612,prueba,gabriela,192.168.1.79,13931,2020-11-25,18:00:21.062,2020-11-25 18:00:20,SELECT,6.261,OK
613,prueba,gabriela,192.168.1.79,13931,2020-11-25,18:00:21.088,2020-11-25 18:00:20,idle,0.0,OK
614,prueba,gabriela,192.168.1.79,13940,2020-11-25,12:00:25.403,2020-11-25 12:00:25,authentication,0.0,OK
615,prueba,gabriela,192.168.1.79,13940,2020-11-25,12:00:25.434,2020-11-25 12:00:25,SET,0.216,OK
616,prueba,cesar,192.168.1.79,13940,2020-11-25,13:00:25.434,2020-11-25 13:00:25,SET,0.216,OK
617,prueba,gabriela,192.168.1.79,13940,2020-11-25,13:00:25.434,2020-11-25 13:00:25,SET,0.216,OK
618,prueba,cesar,192.168.1.79,13940,2020-11-25,14:00:25.434,2020-11-25 14:00:25,SET,0.216,OK
619,prueba,gabriela,192.168.1.79,13940,2020-11-25,14:00:25.434,2020-11-25 14:00:25,SET,0.216,OK
620,prueba,cesar,192.168.1.79,13940,2020-11-25,15:00:25.434,2020-11-25 15:00:25,SET,0.216,OK
621,prueba,gabriela,192.168.1.79,13940,2020-11-25,15:00:25.434,2020-11-25 15:00:25,SET,0.216,OK
622,prueba,cesar,192.168.1.79,13940,2020-11-25,16:00:25.434,2020-11-25 16:00:25,SET,0.216,OK
623,prueba,gabriela,192.168.1.79,13940,2020-11-25,16:00:25.434,2020-11-25 16:00:25,SET,0.216,OK
624,prueba,cesar,192.168.1.79,13940,2020-11-25,17:00:25.434,2020-11-25 17:00:25,SET,0.216,OK
625,prueba,gabriela,192.168.1.79,13940,2020-11-25,17:00:25.434,2020-11-25 17:00:25,SET,0.216,OK
626,prueba,cesar,192.168.1.79,13940,2020-11-25,18:00:25.434,2020-11-25 18:00:25,SET,0.216,OK
627,prueba,gabriela,192.168.1.79,13940,2020-11-25,18:00:25.434,2020-11-25 18:00:25,SET,0.216,OK
628,prueba,cesar,192.168.1.79,13940,2020-11-25,19:00:25.434,2020-11-25 19:00:25,SET,0.216,OK
629,prueba,gabriela,192.168.1.79,13940,2020-11-25,19:00:25.434,2020-11-25 19:00:25,SET,0.216,OK
630,prueba,cesar,192.168.1.79,13940,2020-11-25,20:00:25.434,2020-11-25 20:00:25,SET,0.216,OK
631,prueba,gabriela,192.168.1.79,13940,2020-11-25,20:00:25.434,2020-11-25 20:00:25,SET,0.216,OK
632,prueba,cesar,192.168.1.79,13940,2020-11-25,22:00:25.434,2020-11-25 22:00:25,SET,0.216,OK
633,prueba,gabriela,192.168.1.79,13940,2020-11-25,22:00:25.434,2020-11-25 22:00:25,SET,0.216,OK
